iter	Logloss
514	0.2927646968
515	0.2925225321
516	0.2922462345
517	0.2919766865
518	0.291616687
519	0.2914178901
520	0.2911458231
521	0.2908418502
522	0.2906702135
523	0.2904459722
524	0.2902574076
525	0.2899313102
526	0.2897148811
527	0.2895685626
528	0.2893941944
529	0.2892011722
530	0.2890447699
531	0.288911376
532	0.2885823717
533	0.2883034087
534	0.2881367815
535	0.2880225399
536	0.2878207062
537	0.2876578511
538	0.2874813309
539	0.2872838743
540	0.2871187779
541	0.286868653
542	0.2865429328
543	0.2862741059
544	0.2861819328
545	0.2859226017
546	0.2856650787
547	0.2856045842
548	0.2853552006
549	0.2852396939
550	0.2851306869
551	0.284793138
552	0.2845123846
553	0.2842616448
554	0.2840262304
555	0.2838471902
556	0.2835926759
557	0.2833963985
558	0.2831498523
559	0.2828545528
560	0.2825671799
561	0.2822693772
562	0.2821368956
563	0.2820032804
564	0.2818465113
565	0.2815218661
566	0.2813819759
567	0.2812555384
568	0.2810255306
569	0.2808129521
570	0.2803614035
571	0.2802233324
572	0.2800319392
573	0.2797140454
574	0.2794312566
575	0.2792880474
576	0.2790604759
577	0.2788488693
578	0.2786481034
579	0.2784924652
580	0.278238107
581	0.2779984258
582	0.2778853179
583	0.2775972524
584	0.2772781569
585	0.2771461885
586	0.2769384203
587	0.2768016444
588	0.2767069266
589	0.2765102263
590	0.2762873671
591	0.2761133859
592	0.2759744892
593	0.2758130356
594	0.2755496813
595	0.2754012055
596	0.2752833289
597	0.2750947583
598	0.2748155859
599	0.2747444582
600	0.2746153678
601	0.2744961941
602	0.2744268684
603	0.27431479
604	0.2740072431
605	0.2739144981
606	0.2736985279
607	0.2735280356
608	0.2733933978
609	0.2732432912
610	0.2730067627
611	0.2728377273
612	0.2725311932
613	0.272387161
614	0.2721141049
615	0.2719441262
616	0.2718185866
617	0.271685661
618	0.2715135011
619	0.2713143584
620	0.2711816701
621	0.2709943257
622	0.2708923041
623	0.2706703693
624	0.2705548197
625	0.2701455098
626	0.2699754164
627	0.2696364415
628	0.2693711554
629	0.2692368774
630	0.269169919
631	0.2689287816
632	0.2687163173
633	0.2685404028
634	0.2683775453
635	0.2681874909
636	0.2679320998
637	0.2676383657
638	0.2674514299
639	0.2672760358
640	0.2671757132
641	0.2670475694
642	0.2666592989
643	0.2663537695
644	0.2662492049
645	0.2660099729
646	0.2657269313
647	0.2654816504
648	0.2653028163
649	0.2651189096
650	0.2649485003
651	0.2647883631
652	0.2645956775
653	0.2644537648
654	0.264204964
655	0.2640270281
656	0.2637713678
657	0.263506527
658	0.2633883256
659	0.2632597885
660	0.263087172
661	0.2629408542
662	0.2628286688
663	0.262569716
664	0.2623993868
665	0.2621148441
666	0.2618034297
667	0.2615927759
668	0.2613709422
669	0.2611598474
670	0.2609358804
671	0.2608531047
672	0.2607328685
673	0.2606072116
674	0.2604683341
675	0.2604047032
676	0.2601819469
677	0.2600169683
678	0.2597827411
679	0.2596393372
680	0.2594778908
681	0.2592993238
682	0.2590308969
683	0.2588855331
684	0.2587219016
685	0.2587125707
686	0.2584989228
687	0.2584027846
688	0.2581675916
689	0.2580992198
690	0.2578123603
691	0.2574423981
692	0.2572697279
693	0.2570315676
694	0.2568880583
695	0.2567355073
696	0.2565924086
697	0.256410405
698	0.2562501086
699	0.2559733438
700	0.2557041497
701	0.2553957753
702	0.2552837126
703	0.2551509999
704	0.2549055854
705	0.2547409276
706	0.2545579572
707	0.254357639
708	0.2542414652
709	0.2539970435
710	0.253805281
711	0.2536006527
712	0.2535561959
713	0.2533241427
714	0.2531191119
715	0.2527540817
716	0.2525327496
717	0.252344342
718	0.2521181381
719	0.2519997308
720	0.2517876588
721	0.2516546082
722	0.2514915968
723	0.2511357172
724	0.250935131
725	0.2508056803
726	0.2505158117
727	0.2502801176
728	0.2500717883
729	0.2498837878
730	0.249735106
731	0.2494722396
732	0.2492957062
733	0.2491533433
734	0.2490683359
735	0.2489887422
736	0.2487777552
737	0.2486075146
738	0.2484752426
739	0.2482737561
740	0.2479315247
741	0.2477777894
742	0.2475036397
743	0.2472953391
744	0.2471581055
745	0.2469080831
746	0.24676712
747	0.2466654373
748	0.2465287411
749	0.2462741482
750	0.2461473331
751	0.2459840727
752	0.2457058746
753	0.245431319
754	0.2451868081
755	0.2451303267
756	0.245000393
757	0.2448053328
758	0.244674058
759	0.2445027859
760	0.2443650091
761	0.2441201556
762	0.2438130674
763	0.2436345947
764	0.2434467804
765	0.243200932
766	0.2430335664
767	0.2429232158
768	0.2426760712
769	0.2423833701
770	0.2422088439
771	0.2421476979
772	0.241969615
773	0.2418347123
774	0.2416410122
775	0.2415309858
776	0.2414298598
777	0.2412268572
778	0.2410621762
779	0.2408493434
780	0.2407644548
781	0.2405170991
782	0.2403593381
783	0.2402330499
784	0.24003429
785	0.2398205171
786	0.2396400853
787	0.2394035037
788	0.2391498046
789	0.2388078323
790	0.2386941713
791	0.2385787198
792	0.2383957609
793	0.2382633267
794	0.2380733688
795	0.2379320878
796	0.2377798476
797	0.2376807649
798	0.2374454198
799	0.2373368946
800	0.2371040084
801	0.2370320721
802	0.2368073154
803	0.2366625398
804	0.2363386545
805	0.2362375885
806	0.2360281696
807	0.2357854714
808	0.2356472821
809	0.2354517928
810	0.2353510151
811	0.2352314227
812	0.2349742162
813	0.2346393317
814	0.234461882
815	0.2344020403
816	0.2340506161
817	0.2338706009
818	0.2337427035
819	0.2335966225
820	0.2333267043
821	0.2331222101
822	0.2330436222
823	0.2327615
824	0.2325649135
825	0.2323573467
826	0.2322353072
827	0.231947582
828	0.2318520777
829	0.2317246615
830	0.2315444351
831	0.2314424953
832	0.2313760609
833	0.2312982518
834	0.2311554759
835	0.2309254986
836	0.2307408407
837	0.230515781
838	0.2303323257
839	0.2301044907
840	0.2300499903
841	0.2298423534
842	0.229697091
843	0.2295727911
844	0.2293966803
845	0.2290339724
846	0.2289790166
847	0.2288461796
848	0.2286910712
849	0.2284930106
850	0.2283801322
851	0.2280676174
852	0.2278419277
853	0.2278325463
854	0.2275906402
855	0.2275152849
856	0.2273770857
857	0.2272561446
858	0.2271175546
859	0.2269275492
860	0.2267563346
861	0.2265528538
862	0.2264214469
863	0.2262793578
864	0.2261626659
865	0.2260122588
866	0.2258999685
867	0.2257354718
868	0.2256352706
869	0.2254658007
870	0.2251383901
871	0.224842489
872	0.2247500798
873	0.2245035357
874	0.2243412599
875	0.2241252294
876	0.22393769
877	0.223774876
878	0.2235591577
879	0.2233823346
880	0.2233372966
881	0.2232370465
882	0.2231263988
883	0.2229119788
884	0.2226840286
885	0.2225359664
886	0.2224221662
887	0.2221372281
888	0.2217624324
889	0.2216888041
890	0.2214711336
891	0.2213113463
892	0.2211884835
893	0.2209498815
894	0.2208360363
895	0.2207012134
896	0.2205245197
897	0.2203609131
898	0.2201295965
899	0.2198794319
900	0.2197310907
901	0.2196556064
902	0.21946569
903	0.2192770391
904	0.2192307314
905	0.2191825692
906	0.2190045241
907	0.2188536529
908	0.2186853948
909	0.218450095
910	0.2182002147
911	0.2180586202
912	0.2178804079
913	0.2176705687
914	0.2175966105
915	0.2174173579
916	0.2171739907
917	0.2169958065
918	0.2167595495
919	0.2166557106
920	0.2165494654
921	0.2164049908
922	0.2159361351
923	0.2157550644
924	0.215402635
925	0.2152499133
926	0.215052111
927	0.214747193
928	0.2146322022
929	0.2144279607
930	0.2142148347
931	0.2140131818
932	0.2138469301
933	0.2138233862
934	0.2137313873
935	0.2135612617
936	0.2133924466
937	0.2132180155
938	0.2130928813
939	0.2129086695
940	0.2128477683
941	0.2127635161
942	0.2125632496
943	0.2124328526
944	0.2122871531
945	0.212197836
946	0.2121256464
947	0.2120609292
948	0.2119012349
949	0.2118193667
950	0.2117365142
951	0.2116328633
952	0.2114772083
953	0.2112758105
954	0.2110661813
955	0.2109590841
956	0.2108490563
957	0.2106920475
958	0.2105047011
959	0.2103592921
960	0.2102746781
961	0.2101460146
962	0.2100364449
963	0.2098209228
964	0.2096891521
965	0.2095945596
966	0.2094314246
967	0.2092526971
968	0.2091334116
969	0.2088811381
970	0.2087551276
971	0.2085469478
972	0.2084237102
973	0.2082898477
974	0.2081046473
975	0.2079002403
976	0.2076465652
977	0.2074603718
978	0.2072722632
979	0.2070983603
980	0.20691642
981	0.2068309839
982	0.206691504
983	0.2066556336
984	0.2065368323
985	0.2063383529
986	0.2062345706
987	0.2061102491
988	0.206006795
989	0.2058795352
990	0.2057280284
991	0.2056556052
992	0.2054972402
993	0.2054078793
994	0.2052742862
995	0.2051907403
996	0.2050588783
997	0.204839786
998	0.2047525542
999	0.2046447794
